0002,"Male Human NPC, Naked"
0F0A,Unkown Blue Object
0F0B,Fiery Wand Object
0F0C,Acid Wand Object
0F0D,Blue FIsh
0F0E,none
0F0F,Grey Object
0F10,none
0F11,Colorful bubbles
0F12,Weeping Atlatl
0F13,Weeping Claw or Axe
0F14,Weeping Bow
0F15,Weeping Dagger
0F16,Weeping Object (tiny) Heart of the Innocent?????
0F17,Weeping Mace
0F18,Weeping Spear
0F19,Weeping Staff
0F1A,Weeping Sword
0F1B,Weeping Xbow
0F1C,Weeping Wand
0F1D,none
0F1E,none
0F1F,none
0F20,none
0F21,none
0F22,Wooden Ramp
0F23,none
0F24,none
0F25,Half a wooden table? (See 0F02)
0F26,Blue Fish?
0F27,Red Fish?
0F28,Green Fish?
0F29,Light Blue Fish?
0F2A,Fish
0F2B,Red Fish
0F2C,Green Fish
0F2D,Blue Fish
0F2E,Broken Portal?
0F2F,Human Corpse
0F30,Green/Yellow Chest
0F31,"Not sure, need someone to see"
0F32,Small Wood Plank
0F33,Exploration Marker?
0F34,Legendary Chest
0F35,Fancy Dagger
0F36,Olthoi Spikes?
0F37,Olthoi Limbs?
0F38,Broken Olthoi Limb?
0F39,Axe with Acid (similar to 0F52)
0F3A,Olthoi Limbs?
0F3B,Small Acid Thing
0F3C,Unknown small object
0F3D,Olthoi Grub
0F3E,Small Diamond Object
0F3F,Broken Wing?
0F40,Olthoi Egg Nest Wall Prop
0F41,none
0F42,Olthoi Egg Nest Wall Prop
0F43,White Olthoi Egg Floor Prop
0F44,Wai Jhou Sign
0F45,Olthoi Corpse
0F46,Candeth Keep Small Banner on Two Poles
0F47,Virindi Profatrix
0F48,Jojii Shrine
0F49,Paradox Shadow (Human-textured)
0F4A,none
0F4B,none
0F4C,none
0F4D,none
0F4E,none
0F4F,none
0F50,none
0F51,Olthoi Limb?
0F52,Olthoi Axe (similar to 0F39)
0F53,none
0F54,Olthoi Limb?
0F55,none
0F56,Unkown Olthoi Object?
0F57,none
0F58,none
0F59,none
0F5A,none
0F5B,none
0F5C,none
0F5D,none
0F5E,none
0F5F,Sparkling Human Male
0F60,Pumpkin
0F61,Miner's Hat
0F62,Trapper's Hat
0F63,Timberman's Hat
0F64,Small telescope
0F65,Small Blue Scroll
0F66,Bamboo or a fence
0F67,none
0F68,Green/Wood Bow
0F69,Green/Wood Xbow
0F6A,Floating Book over pedastal
0F6B,Small Double sided axe???
0F6C,Unkown Object
0F6D,none
0F6E,none
0F6F,none
0F70,none
0F71,Large Blue Wall
0F72,none
0F73,none
0F74,none
0F75,Tall Treehouse
0F76,Small White Mound
0F77,Floating Olthoi Spout
0F78,none
0F79,Treasure
0F7A,Open Chest
0F7B,Small Glowing Tree
0F7C,Skeleton Mob
0F7D,Large Rock Mound
0F7E,Purple Sack
0F7F,Blue Sack
0F80,Brown Sack
0F81,Green Sack
0F82,Red Sack
0F83,White Sack
0F84,Wooden Poles
0F85,Large L-shaped Ramp
0F86,Stone Wall
0F87,"Small ""up"" ramp"
0F88,none
0F89,Large Bone
0F8A,Candeth Keep Banner Sign
0F8B,Tree Lamp?
0F8C,Double tree Lamp?
0F8D,Small Buried Shield?
0F8E,Large Tree
0F8F,Small Unkown Object
0F90,Small Sword
0F91,Large Stone Object with spiral walkway and entrance
0F92,none
0F93,Helmet
0F94,Bloody Sword
0F95,Olthoi Piercer
0F96,Rooster
0F97,Large Olthoi Egg
0F98,Helmet
0F99,none
0F9A,Demon Swarm Matron
0F9B,Demon Swarm Matron Remains
0F9C,Lugian Corpse
0F9D,Lugian Corpse Sitting
0F9E,Lugian Corpse Sitting
0F9F,Tumerok Corpse
0FA0,Tumerok Corpse
0FA1,Small Wooden Crate
0FA2,Medium Stone Rubble
0FA3,Glowy Blue Thing
0FA4,Filinuvekta Emissary ??
0FA5,Filinuvekta Emissary ??
0FA6,Acid Wand Thing
0FA7,Small Blue THing
0FA8,Greaves
0FA9,Olthoi Ramp
0FAA,Small Purple Triangle
0FAB,Bloody Book On a Pedastal
0FAC,Glowy Sword
0FAD,Small Copper Item
0FAE,Half of a Helmet?
0FAF,Bull Helmet ?
0FB0,Ice head?
0FB1,Skeleton Mob
0FB2,Large Olthoi Ramp
0FB3,Green Olthoi Primordial
0FB4,Brown Pack
0FB5,Steel Double Doors
0FB6,Acid landblock
0FB7,Lugian Axe ?
0FB8,Lugian Mace?
0FB9,Acid Ground Spout
0FBA,Red Ground Spout w/ animation
0FBB,Lightning Ground Spout
0FBC,Green fountain spout
0FBD,Green Fountain thing
0FBE,weeping claw
0FBF,weeping sword
0FC0,weeping mace
0FC1,weeping spear
0FC2,weeping axe
0FC3,weeping staff
0FC4,acid weeping dagger
0FC5,frost weeping axe
0FC6,acid weeping axe
0FC7,lightning weeping sword
0FC8,frost weeping sword
0FC9,acid weeping sword
0FCA,lightning weeping staff
0FCB,frost weeping staff
0FCC,acid weeping staff
0FCD,lightning weeping spear
0FCE,frost weeping spear
0FCF,acid weeping spear
0FD0,lightning weeping mace
0FD1,frost weeping mace
0FD2,acid weeping mace
0FD3,lightning weeping claw
0FD4,frost weeping claw
0FD5,acid weeping claw
0FD6,lightning weeping dagger
0FD7,frost weeping dagger
0FD8,lightning weeping axe
0FD9,
0FDA,
0FDB,
0FDC,
0FDD,
0FDE,
0FDF,
0FE0,
0FE1,
0FE2,
0FE3,
0FE4,
0FE5,
0FE6,
0FE7,
0FE8,
0FE9,
0FEA,
0FEB,
0FEC,
0FED,
0FEE,
0FEF,
0FF0,
0FF1,
0FF2,
0FF3,
0FF4,
0FF5,
0FF6,
0FF7,melted snowman
0FF8,
0FF9,
0FFA,
0FFB,
0FFC,
0FFD,
0FFE,
0FFF,
1000,Table w/ Arrows
1001,Table w/ cooking supplies
1002,Chalk Board
1003,Tree
1004,Lantern
1005,Lantern
1006,None
1007,hanging rug texture
1008,Vase
1009,Small Round Vase
100A,
100B,
100C,
100D,
100E,
100F,
1010,red doll monster
1011,red doll monster purple face
1012,red doll monster
1013,None
1014,Baby Face Monster
1015,Aerbax Mask Glowing Yellow
1016,Aerbax Mask Glowing Red
1017,Aerbax Mask Glowing Pink
1018,Aerbax Mask Glowing Green
1019,carenzi
101A,margul
101B,
101C,Diamond Shield ?
101D,Fragment of a Mask ?
101E,Skull with Red Eyes
101F,Tumerok-style Bone Weapon ?
1020,Curved Small Sword
1021,Small Spikes
1022,Curved Staff
1023,Blue Crystal Fountain
1024,Pile of Rocks
1025,flaming Brazier
1026,red clear circle
1027,Font of Jojii
1028,virindi weapon
1029,Portal (Rynthid or Caul)
102A,"Portal (Orange, unsure)"
102B,"homecoming pennant, red"
102C,Wand (White flame tip)
102D,Full Helm looks similar to heaume
102E,Heavy war hammer
102F,platform (unknown quest)
1030,armored skeleton
1031,royal white crown
1032,prismatic Golem
1033,REALLY Tiny Undead
1034,Nothing
1035,Envoy Shield/Aura
1036,Burun
1037,"Weapon, virindi sickle"
1038,"Weapon, dagger"
1039,"Weapon, dagger"
103A,Stick
103B,Mace?
103C,Dagger ?
103D,Spear
103E,Small drum
103F,Sunglasses/Visor ?
1040,Sword
1041,Red Melee Wep
1042,Spear wep
1043,Tiny object
1044,Long Wand?
1045,Pedastal
1046,1040 Sword on Pedastal
1047,1041 on Pedastal
1048,1042 on pedastal
1049,1044 on pedastal
104A,103F on pedastal
104B,NEED HELP TO SEE IT
104C,NEED HELP TO SEE IT
104D,Platform thing
104E,Monkey pillar?
104F,Altar with objects
1050,Vase with bones next to it
1051,Coffin
1052,NEED HELP TO SEE IT
1053,NEED HELP TO SEE IT
1054,NEED HELP TO SEE IT
1055,NEED HELP TO SEE IT
1056,NEED HELP TO SEE IT
1057,none
1058,NEED HELP TO SEE IT
1059,Long bone thing
105A,Eye wall mount thing
105B,pile of bones?
105C,black book with red symbols
105D,dead mosswart
105E,dead mosswart
105F,dead mosswart
1060,dead mosswart
1061,"vine monster, like vr tendrils"
1062,"red glowing knife, (from the king spells)"
1063,small fern
1064,big fern
1065,large rock with fern
1066,"human, naked with flies around him"
1067,fern
1068,chicken / egg launcher?
1069,Bladed Bow of Impaling
106A,Vein-Thirst Kukri
106B,Fist of Massacre
106C,Vile Scourge
106D,Blood-stained Scroll on Pedestal (Fellowship Spells?)
106E,Bow on Pedatal
106F,Vile Scourge on Pedestal
1070,Vein-Thirst Kukri on Pedestal
1071,Fist of Massacre on Pedestal
1072,Small blue/yellow item
1073,Small green/yellow item
1074,Small faded item
1075,NEED HELP TO SEE IT
1076,Tall tree house
1077,Green Stew Pot
1078,Vegi Stew Pot
1079,Purple Stew Pot
107A,Brown Stew Pot
107B,Sharpt stick from ground with fish on the end
107C,Fancy coffee table
107D,NEED HELP TO SEE IT
107E,Single small brick
107F,none
1080,Mite Snippet
1081,Mite Snippet
1082,Mite Snippet
1083,Black Rabbit
1084,Voodoo Wand
1085,none
1086,Fancy Bow
1087,none
1088,Fireworks hat ?
1089,none
108A,Long dagger
108B,none
108C,Fancy xbow
108D,none
108E,Small Drum
108F,none
1090,none
1091,Large wooden double doors with chains
1092,Tusker head on stick
1093,Rock w/ red writing around it
1094,small totem pole
1095,Type of Drudge
1096,Blue glowing chalice
1097,silver belt or bowl
1098,Mixture of an idol and a banderling
1099,blue glowing sword
109A,Arrow
109B,Arrow
109C,Arrow
109D,Golden Chest
109E,Half of a painting
109F,Idol head
10A0,Mansion Portal devise possibly Ixixi
10A1,Clawed Hand or foot
10A2,Large prismatic shard?
10A3,Table with writs on it
10A4,Table or small building
10A5,Stone building block with Green girder
10A6,Large Tumerok drom on wheels
10A7,Viamontian spiked barricade
10A8,Large double-doored gate
10A9,Small store pillar
10AA,Small store pillar
10AB,Small carved stone rabbit head
10AC,Bindstone
10AD,Large log doors for a high fort wall
10AE,Stone head from a skill temple
10AF,Rynthid Virindi Statue with Wings
10B0,Atmosphere smoke like Ba'el Zharon
10B1,Possible Black Breath
10B2,More Atmosphere smoke
10B3,Atmosphere electricity
10B4,Nothing
10B5,Nothing
10B6,sky model? cloudy? - do it and sky flashes
10B7,Nothing
10B8,Nothing
10B9,Nothing
10BA,none
10BB,none
10BC,none
10BD,none
10BE,none
10BF,none
10C0,none
10C1,none
10C2,none
10C3,none
10C4,Cattail weed
10C5,NEED HELP TO SEE IT
10C6,Thick Cattail weed
10C7,NEED HELP TO SEE IT
10C8,tentacle from ground
10C9,tall flower
10CA,swamp brush
10CB,brown brush
10CC,Red brush
10CD,NEED HELP TO SEE IT
10CE,tip of tentacle
10CF,small flower thing
10D0,Swamp brush (reeds)
10D1,none
10D2,none
10D3,none
10D4,none
10D5,SMall curved object possibly shield with skull attached
10D6,Full Helm with Horns
10D7,"Carved stone object, looks like a large hat"
10D8,Carved stone mosswart head
10D9,Carved stone mosswart head with jewel eye
10DA,Carved stone mosswart head with jewel eyes
10DB,Burun (possibly Shaman)
10DC,Partially Unrolled Map
10DD,Vertical Unrolled Map
10DE,"Fancy Axe, possibly Tumerok"
10DF,Small table with 4 bladed axe
10E0,Small Table with 2 bladed axe
10E1,"Fancy 4 Bladed Axe, possible Tumerok"
10E2,Blood fountain from AA Quest
10E3,Floor from AA Quest
10E4,Floating Jump PLatform from AA Quest
10E5,Fading Floating jump platform from AA Quest
10E6,Random Fading platform
10E7,Small stone tablet
10E8,AA Quest Sun Pedestal
10E9,AA Quest Star Pedestal
10EA,AA Quest Pedestal
10EB,AA Quest Pedestal
10EC,AA Quest Pedestal
10ED,AA Quest Pedestal
10EE,AA Quest Pedestal
10EF,AA Quest Pedestal
10F0,nothing?
10F1,AA Quest Pedestal
10F2,AA Quest stone tablet Sun
10F3,AA Quest Stone tablet Star
10F4,AA Quest Stone table Symbol
10F5,AA Quest Stone table Symbol
10F6,AA Quest Stone table Symbol
10F7,AA Quest Stone table Symbol
10F8,AA Quest Stone table Symbol
10F9,AA Quest Stone table Symbol
10FA,Plant leaves
10FB,Small wood golem
10FC,Small ice golem
10FD,Plant leaves
10FE,Vitriol infusion bottle
10FF,Tall object
1100,Tall object
1101,Red/Purple Rock with Tan Moss/Foliage
1102,Huge Dagger?
1103,Bound Singularity Weapon - Atlatl
1104,Bound Singularity Weapon - Axe
1105,Bound Singularity Weapon - Bow
1106,Bound Singularity Weapon - Crossbow
1107,Bound Singularity Weapon - Dagger
1108,Bound Singularity Weapon - Ua
1109,Bound Singularity Weapon - Mace
110A,Singularity Weapon - Wand
110B,Bound Singularity Weapon - Wand
110C,Ultimate Singularity Weapon - Wand
110D,Bound Singularity Weapon - Spear
110E,Bound Singularity Weapon - Staff
110F,Bound Singularity Weapon -  Sword
1110,Acid Tipped Spear - Weeping?
1111,Green Hand holding Rock? Wand
1112,Bloodshot Eyeball Wand?
1113,Purple Base With Gem For 111B
1114,Nothing?
1115,Nothing?
1116,1113-111B Make This
1117,Green Gem for 111B
1118,Green Gem for 111B
1119,Green Bronze Pedestal
111A,Purple Base For 111B
111B,Green Gem on Purple Base ?
111C,Ice / Diamond Crystals
111D,Upright Sarcophagus
111E,Undead / Bondage Outfit
111F,Wall Mounted Dungeon Torch
1120,NPC - Ghost
1121,Red Phyntos Wasp
1122,Red Phyntos Swarm
1123,NPC - ?
1124,Rainbow / Spectral Wisp
1125,Freebooter Phyntos Hive
1126,Red Crystal Dagger
1127,Flaming Sword - Weeping?
1128,Mosswart Statue
1129,Burun Plans?
112A,Giant Stone Burun
112B,Small Stone Burun
112C,Gold Short Sword?
112D,Dagger?
112E,Gold and Wood UA?
112F,Purple Crystal UA
1130,Gromnie Hide Helm No Wings
1131,Gromnie Hide Helm with Wings
1132,Sclavus Corpse
1133,Sclavus Corpse
1134,Sclavus Corpse
1135,Burun Tree Open
1136,Burun Tree Closed
1137,Multiple Purple and Orange Mushrooms
1138,Single Blue Mushroom
1139,Multiple Purple and Orange Mushrooms
113A,Multiple Purple and Orange Mushrooms
113B,Multiple Purple and Orange Mushrooms
113C,Multiple Purple and Orange Mushrooms
113D,Multiple Purple and Orange Mushrooms
113E,Single Blue Mushroom
113F,Single Blue Mushroom
1140,Single Blue Mushroom
1141,Single Blue Mushroom
1142,Single Blue Mushroom
1143,Giant Burun Rock
1144,Small Burun Rock
1145,Stone Olthoi Egg
1146,Burun Head
1147,Burun Head on a Spear
1148,Burun Head on a Plaque
1149,Burun Ornate Treasure Chest with Carrying Poles
114A,Multiple Purple and Orange Mushrooms
114B,Single Blue Mushroom
114C,Noble Sword (Old)?
114D,Noble War Maul
114E,Noble Bow
114F,Noble Crossbow
1150,Burun Slaying Dagger
1151,Burun Slaying UA
1152,Burun Slaying Mace
1153,Burun Slaying Swordstaff
1154,Burun Slaying Staff
1155,Burun Slaying Sword 
1156,Burun Slaying Sceptre
1157,Large Burun Rock
1158,Large Round Sigil
1159,BM4 Charred Wood
115A,?
115B,BM4 Solidified Blood
115C,?
115D,Blackmire Blood Spikes
115E,Blood Bracers
115F,Blood Bracers on a small table
1160,Blackmire Blood Spikes on a small table
1161,Blackmire Shell Game?
1162,Burun King?
1163,Burun King Staff?
1164,Nothing?
1165,Nothing?
1166,Nothing?
1167,BM / BK Switch - Different Art
1168,BM / BK Switch - No Glow
1169,BM / BK Switch - Red Glow
116A,BM / BK Switch - Shadow Glow
116B,BM / BK Switch - Green Glow
116C,BM / BK Switch - Green Glow
116D,BM / BK Switch - No Glow
116E,BM / BK Switch - Red - Red Glow
116F,BM / BK Switch - Brown - Red Glow
1170,BM / BK Switch - Shadow Glow
1171,BM / BK Switch - Light Green - Green Glow
1172,BM / BK Switch - Green - Green Glow
1173,BM / BK Switch - Blue - Blue Glow
1174,BM / BK Switch - Blue Glow
1175,Burun Door - Palatte Missing
1176,Burun Statue - Red - Face Down - Full
1177,Burun Statue - Red - Face Down - Full
1178,Burun Statue - Red - Face Down - Headless
1179,Burun Statue - Red - Face Down - Full
117A,Burun Statue - Red - Face Up - Full
117B,Burun Statue - Red - Face Up - Full
117C,Burun Statue - Red - Face Up - Headless
117D,Burun Statue - Red - Face Up - Full
117E,Burun / Sclavus Sarcophagus - On Side
117F,Unsure
1180,Unsure on Set - Spear
1181,Mace
1182,Sword
1183,Axe
1184,Orb
1185,Atlatl
1186,Crossbow
1187,Bow
1188,Staff
1189,UA
118A,Noble Crossbow
118B,Noble Dagger
118C,Noble UA
118D,Noble Mace
118E,Noble Swordstaff
118F,Noble Greatstaff
1190,Noble Sword
1191,Noble Sceptre
1192,Noble Short Sword?
1193,Noble War Maul
1194,Noble Bow
1195,Nothing?
1196,Nothing?
1197,Nothing?
1198,Nothing?
1199,Nothing?
119A,Nothing?
119B,Nothing?
119C,Nothing?
119D,Nothing?
119E,Blackmire/Burun Statue
119F,Burun Statue - Green - Face Up - Full
11A0,Nothing?
11A1,Burun Statue - Green - Face Up - Headless
11A2,Burun Statue - Green - Face Up - Full
11A3,Burun Statue - Green - Face Down - Half Head
11A4,Burun Statue - Green - Face Down - Full
11A5,Burun Statue - Green - Face Down - Torso
11A6,Nothing?
11A7,Burun Statue - Green - Upright - Full
11A8,Burun Statue - Green - Upright - Full
11A9,Burun Statue - Green - Upright - Headless
11AA,Burun Statue - Green - Upright - Full
11AB,Burun Statue - Green - Upright - Full - Infront of Door/Wall
11AC,Nothing?
11AD,Nothing?
11AE,Burun Portal Device Holder
11AF,Nothing?
11B0,Nothing?
11B1,Nothing?
11B2,Nothing?
11B3,Nothing?
11B4,Nothing?
11B5,Nothing?
11B6,Nothing?
11B7,Nothing?
11B8,Blackmire Quick Fading In/Out Grey Tile
11B9,Blackmire Slow Fading In/Out Grey Tile
11BA,Blackmire Static Jump Grey Tile
11BB,Nothing?
11BC,Nothing?
11BD,"Blackmire - Blood ""Fountain"" (Fill Wineskin from)"
11BE,Blackmire Sarcophagus On its Side
11BF,Blackmire Sarcophagus Upright
11C0,Blackmire Urn and Bones
11C1,"Blackmire ""Altar"""
11C2,Blackmire Book on Bedestal - Blue Particle Effects
11C3,Blackmire Slow Fading In/Out Green Tile
11C4,Blackmire Green Book on Floor
11C5,Blackmire/Burun Doors Partially Open
11C6,Guruk Brute / Boor
11C7,Bald Head Statue on Dais
11C8,Short Hair Head Statue on Dais
11C9,Long Hair Head Statue on Dais
11CA,Geraine IV Painting
11CB,Bael'zharon Painting
11CC,Asheron Painting
11CD,Gromnietross? Statue on Dais
11CE,"Green ""wall"" Light Effect"
11CF,Yellow Moarsman Corpse
11D0,Yellow Moarsman Corpse
11D1,Mite Head
11D2,Burun Head
11D3,Guruk Head
11D4,Hollow Minion - Arm
11D5,Hollow Minion - Torso and Right Arm
11D6,Hollow Minion - Torso and Both Arms
11D7,Hollow Minion - Legs
11D8,Hollow Minion - Minus Left Arm
11D9,Hollow Minion - Complete
11DA,Undead - Torso and Right Arm
11DB,Undead - Torso and Both Arms
11DC,Undead - Minus Left Arm
11DD,Undead - Legs
11DE,Undead - Complete
11DF,Undead - Arm
11E0,Undead - Minus left arm
11E1,Undead- Eveyrting above waist
11E2,Undead - Minus left arm
11E3,Undead - Legs
11E4,Undead
11E5,Undead - Arm
11E6,Chittick Head
11E7,Small object
11E8,none
11E9,Small Hook
11EA,small orange glowing ball
11EB,small yellow glowing ball
11EC,small blue glowing ball
11ED,small red glowing ball
11EE,small purple glowing ball
11EF,small white glowing ball
11F0,small green glowing crystal ball
11F1,fire bow
11F2,ice bow
11F3,piercing bow
11F4,slashing bow
11F5,bow with green effect
11F6,bow with white effect
11F7,bow with purple effect
11F8,stone sconce
11F9,stone sconce
11FA,
11FB,
11FC,
11FD,
11FE,
11FF,
1200,Empyrean Painting - Large
1201,Empyrean Painting - Medium
1202,
1203,
1204,"Thick reinforced door (stone door, metal reinforced?)"
1205,Empyrean bookcase
1206,"column of light, swirling green base, blue rising particles, green on top"
1207,"stone lever, green and black striped handle"
1208,large double chain mount to green stone pyramidal top lights
1209,Noble Stilleto
120A,Noble Katar
120B,Noble Morning Star
120C,Noble Swordstaff
120D,Noble Quarterstaff
120E,Noble Rapier
120F,Noble Sceptre
1210,Noble Brace
1211,Noble War Maul
1212,Noble Longbow
1213,Noble Crossbow
1214,Mossy medium pedestal with valve wheel
1215,"Very large steel grating, floor"
1216,"Hooded Statue, Green & Black Stripe, wall behind"
1217,"sword, very clean lines"
1218,spear
1219,mace
121A,axe
121B,"brown bag, white circle"
121C,"brown bag, white circle (open?), black circle"
121D,"brown bag, black circle (open)"
121E,stone altar with 3 containers and banded orb?
121F,banded stone orb
1220,floating Burun King?
1221,Olthoi Lands Portal Device
1222,Dangerous Portal Device
1223,Citadels Portal Device
1224,Outlands Portal Device
1225,Lesser Direlands Portal Device
1226,Black Spawn Den Portal Device
1227,red stone irregular wall
1228,"tarnished worn helm, on side"
1229,
122A,"tarnished worn helm, upright, closed face"
122B,altar with black crown?
122C,"Asheron, blue robes, gold trim, grey waist"
122D,Asheron? tower defense
122E,olthoi queen  tower defense
122F,human char  tower defense
1230,Burun King? animated on ground
1231,"bz, orange  tower defense"
1232,
1233,
1234,
1235,"statue, female warrior with sword"
1236,"statue, male with club and orb"
1237,
1238,"wall sconce, blue light"
1239,light pole
123A,large ornate fountain
123B,
123C,
123D,
123E,
123F,
1240,Ruschk
1241,Ruschk spear?
1242,Ruschk staff?
1243,Ruschk spear?
1244,Ruschk mace?
1245,Ruschk spear?
1246,Siraluun head
1247,Siraluun
1248,Crafting Forge - Lockpick
1249,Crafting Forge - Fletching
124A,Crafting Forge - Alchemy
124B,Crafting Forge - Cooking
124C,Crafting Forge - ?? molten metal in cauldron
124D,Parfal Niffis
124E,tumerok? mace?
124F,tumerok crossbow
1250,Steel Chest
1251,Eater
1252,Aggressive Penguin?
1253,"Morel Thrungus, no arms"
1254,"Fiun, green tabard"
1255,Viamontian
1256,"Angree's Angry Ale bottle, facing away"
1257,"plain single white bottle, no label"
1258,Tuskerspit bottle
1259,Sanamar Banner
125A,Silyun Banner
125B,Mana Siphon
125C,bottles
125D,Golden Bull's Head Wall Prop
125E,Ice Chest
125F,Identification Plate
1260,
1261,Penguin Wing
1262,Aluvian Leg
1263,Sho Brain
1264,
1265,Penguin Egg (Cyan)
1266,Penguin Egg (Sky Blue)
1267,Viamontian Wooden Chair
1268,
1269,
126A,
126B,
126C,
126D,
126E,
126F,
1270,
1271,
1272,Viamontian Stove Pot
1273,
1274,
1275,Ice Key
1276,marble key ?
1277,"Iron gibbet cage, closed"
1278,leather book with buckle
1279,Mattekar Rug
127A,Painting - 
127B,Painting - Viamontian
127C,Rock? 
127D,Ice Shard?
127E,2 Scrolls
127F,Tapestry - 
1280,Top of a tall banner
1281,Stocks
1282,none
1283,Stone or Wood Tablet with writing
1284,"Art, Poster, Banner, Sign"
1285,"Art, Poster, Banner, Sign"
1286,"Art, Poster, Banner, Sign"
1287,Weapons Rack
1288,Wine Bottle Green
1289,Bottle Rack
128A,Yellow Soil Amber Rock Pile
128B,Cigar ?
128C,Dead body part of monster 
128D,Dead body part torso zombie
128E,Sack of Grain
128F,Very tiny piece unknown
1290,"Small, Stone, Tile"
1291,"Small, Stone, Tile"
1292,"Grass Bundle, Plant"
1293,"small tree, plant, shrubbery"
1294,"small shrubbery, yellow flowers"
1295,Nothing?
1296,Nothing?
1297,Circlet?
1298,Sanamar Sign
1299,Nothing?
129A,Tall evergreen tree
129B,Tall evergreen tree with moss on trunk
129C,Icy penguin nest with eggs?
129D,Ornate wooden table
129E,Metal machine with gold attachments
129F,Red & Gold Royal Hall Viamont Throne
12A0,Ornate table with Alchemy items
12A1,Large Ruschk Totem Pole
12A2,"Undead Fiun, brown tabard"
12A3,A Replica of a Tursh Totem
12A4,Tall brown statue
12A5,Tall brown statue
12A6,"small banderling, glowing aura"
12A7,"stave wand, bronze holder, green gem, green particles"
12A8,short tree stump (bed raiser?)
12A9,Nothing?
12AA,Nothing?
12AB,Aviator's Cap
12AC,"3-sided dais, woven appearance, rails"
12AD,Sterile Sword
12AE,"green base, two prong whip?  flail?"
12AF,Insensate Axe
12B0,Barren Bow
12B1,"tumerok, purple skin"
12B2,drudge with swirling butterfly animation
12B3,Obeloth Lugian
12B4,small banderling with swirling butterfly animation
12B5,Fireworks Launcher
12B6,Dark Green Large Vase
12B7,Yard Ballons
12B8,Stocking Cap - white
12B9,Nothing?
12BA,"Green Bowl with Orange, Blue, and Green swirls"
12BB,"Blue head wand with blue particles, bone handle?"
12BC,"Grey head wand with red particles, bone handle?"
12BD,"Grey head wand with green particles, bone handle?"
12BE,"Grey head wand with purple particles, bone handle?"
12BF,"Grey head wand with white particles, bone handle?"
12C0,"Grey head wand with yellow particles, bone handle?"
12C1,"Grey head wand with orange particles, bone handle?"
12C2,"crossbow, orange aura & particles"
12C3,"crossbow, yellow aura & particles"
12C4,"crossbow, blue aura & particles"
12C5,"crossbow, red aura & particles"
12C6,"crossbow, purple aura & particles"
12C7,"crossbow, white aura & particles"
12C8,"crossbow, green aura & particles"
12C9,"atlatl, orange aura & particles"
12CA,"atlatl, yellow aura & particles"
12CB,"atlatl, blue aura & particles"
12CC,"atlatl, red aura & particles"
12CD,"atlatl, purple aura & particles"
12CE,"atlatl, white aura & particles"
12CF,"atlatl, green aura & particles"
12D0,"tall statue?, bat wings, glowing red eyes, flames on head"
12D1,"tall statue?, as above, zombie strapped, bones on ground"
12D2,"Horned stone statue, crossed arms, red particlles falling on top"
12D3,"T'Thun tentacle, green swirl base, glowing red center"
12D4,Doppledanger Shield
12D5,Banished Orb
12D6,Banished Nekode
12D7,Banished Blade
12D8,Banished Point
12D9,Banished Crossbow
12DA,Banished Bow
12DB,Banished Spear
12DC,Banished Staff
12DD,Banished Atlatl
12DE,Banished Axe
12DF,Banished Mace
12E0,"Black or purple stones/crystals, 5 in spiral array"
12E1,gold discus on ground
12E2,red (blood) crystal bracket? single
12E3,small dark stone pedestal
12E4,Ancient Reliquary
12E5,Spear of the Fallen
12E6,Katar of the Fallen
12E7,Mace of the Fallen
12E8,Bow of the Fallen
12E9,Hammer of the Fallen
12EA,Crossbow of the Fallen
12EB,Blade of the Fallen
12EC,Dirk of the Fallen
12ED,Atlatl of the Fallen
12EE,Staff of the Fallen
12EF,Eye of the Fallen
12F0,???
12F1,Nothing?
12F2,Nothing?
12F3,Nothing?
12F4,Nothing?
12F5,Nothing?
12F6,Nothing?
12F7,Nothing?
12F8,Nothing?
12F9,Nothing?
12FA,Nothing?
12FB,"large, snowy conifer tree"
12FC,short swamp tree
12FD,taller swamp tree
12FE,"tall evergreen tree, red trunk"
12FF,medium deciduous tree
1300,"Fiun corpse, legs pulled in"
1301,"Fiun corpse, green tabard, laying flat"
1302,"Fium corpse, green taberd, on side"
1303,"Fiun corpse, on side"
1304,"Eater corpse, on side, jaws open"
1305,"Eater corpse, on side, jaws wide open"
1306,unstrung composite bow
1307,unstrung crossbow
1308,spear with blue tip
1309,sword with blue guard
130A,double headed axe
130B,sword with blue guard
130C,"Ruschk corpse, on back"
130D,"Ruschk corpse, on side"
130E,"Penguin corpse, on back"
130F,"Penguin corpse, on side"
1310,"Viamontian corpse, on back"
1311,"Viamontian corpse, on back rolled towards side"
1312,"Bright pulsing line light effect, stretches into sky"
1313,"Greyish white clothing, garments from corpse?"
1314,???
1315,Curvey bladed long dagger weapon
1316,double headed axe
1317,spear
1318,wooden spear
1319,sword 
131A,wand?
131B,small rock
131C,shoes
131D,boots
131E,bandana
131F,Alduressa Helm
1320,Diforsa Helm
1321,Alduressa Leggings
1322,Alduressa Leggings
1323,Alduressa Leggings
1324,gaunts?
1325,Viamont Plate Pants?
1326,Viamont PLate shoes
1327,Bracers
1328,BP?
1329,breatplate
132A,coat
132B,breatplate
132C,breatplate
132D,gaunts
132E,helmet?
132F,legs
1330,shoes
1331,small book
1332,gaunts
1333,half of a shield
1334,gaunts
1335,half of a shield
1336,leggings
1337,purple helmet
1338,K'nath Lair Portal Device
